	name	latitude	longitude	scores	category	price	address
173459	The Public(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.21313	121.45707	45.0	酒吧	181.0	徐汇区襄阳南路174号2楼
174148	时代菲芘酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.368279	121.25781	0.0	酒吧	109.0	嘉定区沪宜公路3101号
174284	Mojo's (Oyster House)(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.222164	121.440254	40.0	酒吧	240.0	静安区愚园路441号
175093	Neigo(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.203384	121.44597	30.0	酒吧	215.0	徐汇区永嘉路701号
175165	Ayana制服酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.19175	121.40651	40.0	酒吧	258.0	长宁区古羊路300号-17
175366	Bar BANA(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.225723	121.46624	30.0	酒吧	64.0	静安区大沽路380号
176474	FLY DREAM女仆咖啡屋(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.198776	121.49314	0.0	酒吧	77.0	黄浦区半淞圆路631号
177006	C-CLUB特色鸡尾酒(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.32233	121.44424	40.0	酒吧	20.0	宝山区共和新路5000弄绿地新都会广场仓酷6号601
177201	Avenue Joffre Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.20596	121.45131	40.0	酒吧	129.0	徐汇区永嘉路570号永嘉庭5号楼1楼
177298	Bistro Rusticana(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.207859	121.45554	0.0	酒吧	100.0	徐汇区永嘉路398号
177611	Spoon  Cozy Dining & Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.22486	121.443	30.0	酒吧	155.0	静安区北京西路1780号
177999	锐壹堂清酒寒舍(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.2107	121.44368	35.0	酒吧	101.0	徐汇区复兴西路76号
178002	静安香格里拉大堂酒廊(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.22354	121.45104	35.0	酒吧	145.0	静安区延安中路1218号
178276	原庐红酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.21859	121.46608	35.0	酒吧	92.0	卢湾区思南路30号4楼
178399	Sugary咖啡厅酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.207808	121.47819	40.0	酒吧	54.0	卢湾区蒙自东路29号地下115-118室
178774	Wine+ 酒沃(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.208536	121.44797	35.0	酒吧	132.0	徐汇区乌鲁木齐南路甲1号2楼
178931	Tops(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.249699	121.5074	45.0	酒吧	187.0	虹口区海平路19号外滩悦榕庄顶楼露台（近公平路）
179088	扎啤工厂 Tap House(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.210726	121.457375	35.0	酒吧	82.0	徐汇区永康路74号
179561	Connoisseur(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.20771	121.4482	40.0	酒吧	115.0	徐汇区乌鲁木齐南路1号
180290	The 5 point(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.220284	121.41614	35.0	酒吧	65.0	长宁区凯旋路166号凯旋坊2号楼2楼A座
180840	Gold Wheel Restaurant&wine(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.22117	121.46011	50.0	酒吧	166.0	卢湾区茂名南路56号-2
180978	MYST Club(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.22089	121.44778	40.0	酒吧	573.0	静安区延安中路1123号
181070	尚上潮流夜店(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.249142	121.36451	0.0	酒吧	234.0	嘉定区丰庄路515号102-103
181318	TheTurn转转酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.230919	121.489075	35.0	酒吧	97.0	黄浦区金陵东路68号
182545	V-Gear(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.23844	121.48958	35.0	酒吧	155.0	卢湾区顺昌路2号
182584	玖合女仆(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.21994	121.40651	30.0	酒吧	230.0	长宁区万航渡路2453号
182683	Walkers(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.20758	121.4685	35.0	酒吧	64.0	卢湾区泰康路248弄12号
182994	CYK 主题简吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.21736	121.50719	30.0	酒吧	67.0	黄浦区外马路601号3号库113A
185281	wesTside(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.303692	121.50839	35.0	酒吧	107.0	杨浦区大学路246号
186541	Luna's Cafe(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.314941	121.38709	30.0	酒吧	40.0	宝山区聚丰园路68号
186575	GT制服演艺酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.177189	121.5297	30.0	酒吧	125.0	浦东新区成山路1708号
186720	RT JAZZ BAR(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.20686	121.38613	35.0	酒吧	116.0	长宁区仙霞路691号2楼
187388	Drunk Uncle(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.23439	121.45501	45.0	酒吧	106.0	静安区昌化路46号
187445	THE  BOULEVARD(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.21139	121.44974	45.0	酒吧	158.0	徐汇区宝庆路10号7楼
188951	Mr Shaker(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.21629	121.47342	35.0	酒吧	51.0	黄浦区淡水路229弄1号
188955	Color2(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.19202	121.38967	0.0	酒吧	170.0	闵行区虹许路809号
189013	上海世博洲际酒店行政酒廊(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.198376	121.50501	35.0	酒吧	920.0	卢湾区上海市浦东新区雪野路1188号上海世博洲际酒店
189587	BLingBLing女仆吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.21801	121.40124	40.0	酒吧	232.0	长宁区长宁路2035号
190648	O-Gossip(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.20448	121.44499	30.0	酒吧	92.0	徐汇区高安路18弄6号
190733	Red Corner红角(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.22602	121.46729	30.0	酒吧	101.0	静安区成都北路117号
190786	Angels Kiss Club(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.20264	121.44516	35.0	酒吧	129.0	徐汇区衡山路307号
191291	The Vint Cocktail & Whisky Lounge(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.22557	121.46628	35.0	酒吧	85.0	静安区静安区大沽路380号
191418	House(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.304193	121.510925	40.0	酒吧	60.0	杨浦区锦嘉路50号
191736	列宁格勒酒吧会所(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.24037	121.48246	35.0	酒吧	83.0	黄浦区北京东路398号新协通国际大酒店2楼
191879	CIRQUE LE SOIR(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.23089	121.49405	40.0	酒吧	459.0	黄浦区中山东二路外滩22号4楼
192126	Barolo wine house(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.21114	121.43667	45.0	酒吧	201.0	徐汇区华山路905弄（汇益花园）2号
192508	Le Rouge(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.208433	121.45206	30.0	酒吧	120.0	徐汇区岳阳路1号
192616	Ronchamp(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.210789	121.45812	40.0	酒吧	66.0	徐汇区永康路73-75号
193467	LOTUS Lounge(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.21637	121.50766	35.0	酒吧	234.0	黄浦区外马路667号
206607	Change Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.04957	121.20576	30.0	酒吧	50.0	松江区文汇路716号樱花广场后身
208350	Tattoo Family&Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.21135	121.45748	0.0	酒吧	68.0	徐汇区襄阳南路260号
208510	The Wolfpack(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.23092	121.48359	50.0	酒吧	54.0	黄浦区福建南路1号
212834	Yani Lounge Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.217722	121.44809	45.0	酒吧	74.0	静安区常熟路83号2楼
213203	德国乡村酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.191439	121.38794	40.0	酒吧	153.0	闵行区虹梅路3338弄老外街
213284	12号(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.24278	121.44283	30.0	酒吧	100.0	普陀区陕西北路1392弄
214347	BAR MINI(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.216904	121.47316	40.0	酒吧	64.0	卢湾区淡水路248号
214641	ANATOLIA(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.21765	121.47309	40.0	酒吧	61.0	卢湾区淡水路200号
222061	弘基广场998酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.055437	121.76534	30.0	酒吧	57.0	浦东新区文益街85号
222078	The Vista Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.211445	121.51534	30.0	酒吧	77.0	浦东新区塘桥新路175号1楼A室
222113	Epic(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.210236	121.43869	40.0	酒吧	94.0	徐汇区高邮路17号
222799	Mr Pitt Cocktail(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.233393	121.451935	50.0	酒吧	111.0	静安区陕西北路600-10号
239368	German Corner Bar Bistro(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.16878	121.373276	0.0	酒吧	53.0	闵行区虹泉路1101弄38号
255470	7号公路酒窖(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.105318	121.41152	35.0	酒吧	114.0	闵行区兴梅路1217号
257316	爵士码头小酒馆(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.295044	121.16243	30.0	酒吧	285.0	嘉定区安亭新镇安礼路258弄71号102室
257938	干杯(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.301023	121.5009	30.0	酒吧	55.0	杨浦区武东路19号
270385	托斯卡纳意大利餐厅酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.025858	121.64641	35.0	酒吧	42.0	浦东新区新场镇新场大街418号
271597	格兰尼女仆吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.141727	121.39703	0.0	酒吧	440.0	闵行区顾戴路633号
272083	RiverSouth南方(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.113483	121.049736	35.0	酒吧	47.0	青浦区朱家角镇课植园路西镇大拇指广场599弄18号106
272215	CA CLUB(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.220745	121.47485	35.0	酒吧	196.0	黄浦区太仓路181弄15号
272752	The 7th Floor(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.225708	121.47967	40.0	酒吧	525.0	卢湾区淮海中路8号7楼
273683	Enight.C.Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.213938	121.47215	45.0	酒吧	69.0	黄浦区合肥路588号
273973	角廊吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.304699	121.51171	40.0	酒吧	68.0	杨浦区大学路55号
301238	La Cava(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.209585	121.45894	30.0	酒吧	77.0	徐汇区永嘉路216号
302069	Limbo(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.208923	121.42363	35.0	酒吧	126.0	长宁区延安西路1394号
303356	缪窝Miu(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.221771	121.45952	0.0	酒吧	60.0	卢湾区进贤路148弄1号
303706	Linx CLUB(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.225315	121.478905	35.0	酒吧	988.0	卢湾区淮海中路98号金钟广场1,2,3F
304941	Maia西餐酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.276068	121.48408	35.0	酒吧	51.0	虹口区东体育会路318号
305035	SEVEN PUB(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.245665	121.37823	35.0	酒吧	67.0	普陀区梅川路
315183	上海新天地安达仕酒店炫吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.22232	121.47572	40.0	酒吧	118.0	卢湾区嵩山路88号 上海新天地安达仕酒店1楼
316202	Jenny Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.212881	121.37055	0.0	酒吧	43.0	长宁区泉口路104号
316230	O Theatre(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.220987	121.46042	40.0	酒吧	131.0	卢湾区茂名南路57号2楼
317042	唐妃主题酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.21604	121.45447	40.0	酒吧	135.0	徐汇区东湖路7号左边胡同直走左转一楼
320582	SinguLarity(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.20843	121.4679	35.0	酒吧	83.0	卢湾区建国中路171号117室
320679	凌睿卡丁车俱乐部(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.2033	121.50938	35.0	酒吧	120.0	浦东新区世博大道138号凌睿试驾体验中心院内
321044	Room23(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.221682	121.463455	35.0	酒吧	97.0	静安区瑞金一路121弄23号
321840	K FAMILY(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.322275	121.44479	0.0	酒吧	44.0	宝山区共和新路5000弄绿地新都会1号楼4楼
323782	爵夜红酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.224707	121.56682	40.0	酒吧	93.0	浦东新区柳杉路29号
331432	凯瑞西餐厅酒吧Carrie’s Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.290277	121.15931	30.0	酒吧	90.0	嘉定区新源路100号
331591	Monkey CockTail(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.308102	121.447586	30.0	酒吧	22.0	闸北区闻喜路940号芒不颠甜品店内
335560	Something(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	30.916054	121.491974	30.0	酒吧	46.0	奉贤区奉贤区望园南路1588弄29号3楼邮政储蓄银行楼上3楼
335857	Cosmopolitan大都会(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.231983	121.401375	35.0	酒吧	31.0	普陀区金沙江路433号
336389	SAGA Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.252827	121.50973	35.0	酒吧	60.0	虹口区霍山路55号
337625	禅LoungeBar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.207968	121.41859	35.0	酒吧	46.0	长宁区法华镇路909号
338510	Chelsea & Co(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.208456	121.45206	35.0	酒吧	168.0	徐汇区岳阳路1号
339818	外滩351(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.228586	121.4948	0.0	酒吧	69.0	徐汇区人民路351号
340379	Follow559Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.21525	121.46694	30.0	酒吧	73.0	卢湾区复兴中路559号
341193	C Food Oyster&Seafood Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.20867	121.467094	30.0	酒吧	341.0	卢湾区建国中路169弄泰康庭1楼
341437	Neighbors(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.25979	121.49994	40.0	酒吧	84.0	虹口区公平路761号C区
343148	Bit Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.255064	121.48926	0.0	酒吧	75.0	虹口区哈尔滨路133号
343266	Roy红酒馆(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.206226	121.4442	0.0	酒吧	117.0	徐汇区高安路3号
343385	La Bamba(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.296473	121.50935	35.0	酒吧	39.0	杨浦区国定路333号三号湾广场2楼
343424	Starling(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.22885	121.46008	30.0	酒吧	85.0	静安区泰兴路89号
343668	EsTrella(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.216581	121.47316	30.0	酒吧	81.0	卢湾区淡水路230号
344633	奥赢德州扑克主题酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.196615	121.413506	0.0	酒吧	160.0	长宁区虹桥路1021号九华尚都2楼
344872	苏豪酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.35656	121.41903	0.0	酒吧	47.0	宝山区水产西路652号
346614	Lost in Shanghai弥上(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.2254	121.46477	30.0	酒吧	84.0	静安区大沽路388号
347482	Puff Cigar Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.20609	121.4613	0.0	酒吧	309.0	徐汇区建国西路221号
347877	Speak Low(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.214817	121.465904	35.0	酒吧	190.0	徐汇区复兴中路579号
348293	H8烧烤餐厅酒吧(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.21169	121.62798	0.0	酒吧	44.0	浦东新区祖冲之路2305号天之骄子广场207-209
348779	July bar & restaurant(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.2172	121.47448	35.0	酒吧	46.0	卢湾区马当路328弄1号
350576	Logan's PUNCH(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.228666	121.46004	30.0	酒吧	123.0	静安区泰兴路99号张园A栋202
352727	Quincy Theme Bar(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.20377	121.42311	30.0	酒吧	144.0	长宁区定西路465号（近新华路）
352750	艾比尔啤酒坊(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.141693	121.358635	0.0	酒吧	86.0	闵行区七莘路2233号
352839	M18(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.238482	121.48977	35.0	酒吧	300.0	黄浦区中山东一路18号外滩十八号4楼
359031	Listen Live House(这是一条测试商户数据，仅用于测试开发，开发完成后请申请正式数据...)	31.280844	121.44301	0.0	酒吧	60.0	闸北区万荣路700号C6
